_ID;Project ;Payment Done;Amount
438173522;UKR-000270;Yes;19 980
438173865;UKR-000298;Yes;13 320
438173882;UKR-000270;Yes;13 320
438173904;UKR-000298;Yes;13 320
438174162;UKR-000270;Yes;6 660
438174660;UKR-000298;Yes;6 660
438174936;UKR-000270;Yes;19 980
438175171;UKR-000270;Yes;13 320
438175219;UKR-000270;Yes;6 660
438175530;UKR-000270;Yes;6 660
438175974;UKR-000298;Yes;13 320
438176527;UKR-000270;Yes;13 320
438176916;UKR-000270;Yes;26 640
438177027;UKR-000270;Yes;13 320
438177050;UKR-000298;Yes;13 320
438177092;UKR-000298;Yes;6 660
438177390;UKR-000270;Yes;6 660
438177481;UKR-000270;Yes;13 320
438177745;UKR-000298;Yes;6 660
438178239;UKR-000298;Yes;26 640
438179202;UKR-000270;Yes;26 640
438179324;UKR-000270;Yes;6 660
438179374;UKR-000298;Yes;6 660
438179564;UKR-000298;Yes;19 980
438180195;UKR-000270;Yes;13 320
438180350;UKR-000270;Yes;13 320
438180664;UKR-000270;Yes;19 980
438180672;UKR-000298;Yes;6 660
438180772;UKR-000298;Yes;13 320
438181560;UKR-000270;Yes;6 660
438181739;UKR-000298;Yes;13 320
438182083;UKR-000270;Yes;19 980
438182352;UKR-000298;Yes;6 660
438182600;UKR-000270;Yes;26 640
438182872;UKR-000270;Yes;13 320
438183082;UKR-000298;Yes;6 660
438183112;UKR-000270;Yes;13 320
438183531;UKR-000298;Yes;6 660
438185462;UKR-000270;Yes;19 980
438185475;UKR-000298;Yes;6 660
438185574;UKR-000298;Yes;6 660
438186451;UKR-000298;Yes;6 660
438186592;UKR-000298;Yes;6 660
438186847;UKR-000270;Yes;19 980
438187713;UKR-000298;Yes;6 660
438187724;UKR-000298;Yes;13 320
438189681;UKR-000298;Yes;13 320
438191281;UKR-000298;Yes;13 320
438192752;;No;26 640
438193512;UKR-000298;Yes;6 660
438193886;UKR-000270;Yes;13 320
438194270;UKR-000270;Yes;33 300
438195274;UKR-000270;Yes;6 660
438196168;UKR-000270;Yes;19 980
438196742;;No;13 320
438197181;UKR-000270;Yes;13 320
438197814;;No;6 660
438198424;;No;13 320
438199660;UKR-000270;Yes;13 320
438200144;UKR-000298;Yes;26 640
438201463;UKR-000270;Yes;19 980
438201978;;No;13 320
438202168;UKR-000298;Yes;19 980
438203838;UKR-000298;Yes;13 320
438225219;UKR-000298;Yes;6 660
438230233;UKR-000298;Yes;6 660
438235598;UKR-000298;Yes;13 320
438236526;UKR-000298;Yes;6 660
438246045;UKR-000298;Yes;33 300
438249792;UKR-000298;Yes;19 980
438253858;UKR-000298;Yes;19 980
438256274;UKR-000298;Yes;6 660
438261357;UKR-000298;Yes;6 660
438261894;UKR-000298;Yes;6 660
438262297;UKR-000270;Yes;13 320
438262304;UKR-000270;Yes;6 660
438262310;;No;26 640
438262318;UKR-000270;Yes;13 320
438262327;UKR-000270;Yes;6 660
438262334;UKR-000270;Yes;26 640
438262342;UKR-000270;Yes;13 320
438262350;UKR-000270;Yes;19 980
438263794;UKR-000298;Yes;26 640
438267999;UKR-000298;Yes;6 660
438281094;UKR-000298;Yes;6 660
438281768;UKR-000298;Yes;6 660
438282418;UKR-000298;Yes;19 980
438284893;UKR-000298;Yes;6 660
438285226;UKR-000298;Yes;6 660
438289673;UKR-000298;Yes;6 660
438447321;UKR-000270;Yes;26 640
438448033;UKR-000270;Yes;19 980
438448748;;No;19 980
438449131;UKR-000270;Yes;46 620
438449641;;No;0
438449868;UKR-000270;Yes;26 640
438451510;UKR-000270;Yes;6 660
438452534;UKR-000270;Yes;6 660
438453220;UKR-000270;Yes;13 320
438453441;UKR-000270;Yes;13 320
438454307;UKR-000270;Yes;13 320
438455007;UKR-000270;Yes;13 320
438455742;UKR-000270;Yes;13 320
438456789;UKR-000298;Yes;6 660
438457064;UKR-000270;Yes;13 320
438457083;;No;6 660
438457214;UKR-000270;Yes;6 660
438457285;UKR-000298;Yes;19 980
438457546;UKR-000270;Yes;6 660
438458264;;No;6 660
438458587;UKR-000298;Yes;6 660
438458743;;No;6 660
438459348;UKR-000270;Yes;13 320
438459562;;No;6 660
438459589;;No;13 320
438459814;UKR-000298;Yes;6 660
438460069;UKR-000270;Yes;6 660
438460480;UKR-000298;Yes;39 960
438460855;UKR-000270;Yes;26 640
438461226;UKR-000270;Yes;13 320
438461289;UKR-000298;Yes;53 280
438461326;UKR-000270;Yes;6 660
438462498;UKR-000270;Yes;13 320
438463481;UKR-000270;Yes;13 320
438463674;UKR-000270;Yes;13 320
438463720;UKR-000298;Yes;6 660
438463850;UKR-000298;Yes;13 320
438464076;UKR-000298;Yes;13 320
438464406;;No;19 980
438464543;UKR-000270;Yes;26 640
438465590;;No;13 320
438465996;;No;13 320
438466001;UKR-000270;Yes;19 980
438466235;UKR-000298;Yes;6 660
438466746;UKR-000298;Yes;6 660
438467469;UKR-000270;Yes;13 320
438467928;;No;13 320
438468055;UKR-000298;Yes;6 660
438468302;UKR-000270;Yes;33 300
438468344;UKR-000270;Yes;13 320
438468695;UKR-000298;Yes;6 660
438468888;;No;19 980
438469144;UKR-000270;Yes;19 980
438469251;UKR-000270;Yes;6 660
438469670;UKR-000270;Yes;26 640
438469683;UKR-000298;Yes;6 660
438469974;UKR-000270;Yes;26 640
438470116;UKR-000298;Yes;26 640
438470419;UKR-000270;Yes;13 320
438470454;UKR-000270;Yes;39 960
438470865;UKR-000270;Yes;13 320
438471132;UKR-000270;Yes;13 320
438471517;UKR-000270;Yes;6 660
438471760;UKR-000270;Yes;13 320
438471774;UKR-000270;Yes;19 980
438471800;UKR-000298;Yes;13 320
438472251;UKR-000270;Yes;19 980
438472893;UKR-000270;Yes;33 300
438473244;UKR-000298;Yes;13 320
438473284;UKR-000298;Yes;19 980
438473332;UKR-000270;Yes;33 300
438473468;UKR-000270;Yes;19 980
438473763;;No;26 640
438474369;UKR-000298;Yes;33 300
438474371;UKR-000270;Yes;13 320
438474506;UKR-000270;Yes;6 660
438474753;UKR-000298;Yes;13 320
438474849;UKR-000270;Yes;13 320
438474983;UKR-000298;Yes;13 320
438475646;;No;6 660
438476188;UKR-000270;Yes;19 980
438476296;UKR-000270;Yes;13 320
438476319;UKR-000298;Yes;19 980
438476368;UKR-000298;Yes;6 660
438476412;UKR-000270;Yes;19 980
438477093;UKR-000270;Yes;19 980
438477325;UKR-000298;Yes;6 660
438477418;;No;26 640
438477445;UKR-000270;Yes;19 980
438477666;UKR-000270;Yes;19 980
438478277;UKR-000298;Yes;19 980
438478299;;No;26 640
438478387;UKR-000270;Yes;13 320
438478913;UKR-000270;Yes;19 980
438479656;UKR-000298;Yes;6 660
438479721;UKR-000298;Yes;19 980
438479722;UKR-000270;Yes;6 660
438479744;;No;19 980
438480244;UKR-000298;Yes;6 660
438480289;UKR-000270;Yes;13 320
438480305;UKR-000298;Yes;6 660
438480441;UKR-000298;Yes;13 320
438480858;UKR-000270;Yes;13 320
438481121;UKR-000270;Yes;13 320
438481139;UKR-000298;Yes;13 320
438481188;UKR-000298;Yes;26 640
438481287;UKR-000270;Yes;19 980
438481608;UKR-000270;Yes;19 980
438482318;UKR-000270;Yes;13 320
438482322;UKR-000270;Yes;19 980
438482364;UKR-000270;Yes;26 640
438482505;UKR-000298;Yes;19 980
438482530;;No;13 320
438482797;UKR-000270;Yes;26 640
438482886;;No;6 660
438482903;UKR-000298;Yes;19 980
438483042;UKR-000298;Yes;26 640
438483449;UKR-000270;Yes;13 320
438483485;UKR-000298;Yes;33 300
438483879;UKR-000270;Yes;19 980
438484868;UKR-000270;Yes;6 660
438484973;UKR-000298;Yes;13 320
438485177;UKR-000270;Yes;6 660
438485290;;No;6 660
438485294;UKR-000270;Yes;13 320
438485359;UKR-000270;Yes;19 980
438485753;UKR-000270;Yes;19 980
438486081;;No;6 660
438486141;UKR-000298;Yes;13 320
438486680;UKR-000270;Yes;13 320
438486698;;No;13 320
438487033;UKR-000298;Yes;13 320
438487050;UKR-000270;Yes;6 660
438487164;UKR-000270;Yes;33 300
438487447;UKR-000298;Yes;6 660
438487681;UKR-000270;Yes;13 320
438488219;UKR-000298;Yes;13 320
438488250;UKR-000270;Yes;6 660
438488398;UKR-000298;Yes;19 980
438488658;UKR-000270;Yes;26 640
438488789;;No;6 660
438489144;UKR-000270;Yes;19 980
438489204;UKR-000298;Yes;19 980
438489352;UKR-000270;Yes;19 980
438489428;UKR-000270;Yes;13 320
438490047;UKR-000270;Yes;13 320
438490155;UKR-000298;Yes;13 320
438490480;UKR-000298;Yes;13 320
438490688;UKR-000270;Yes;13 320
438490779;UKR-000270;Yes;13 320
438490999;UKR-000298;Yes;26 640
438491055;UKR-000270;Yes;6 660
438491206;UKR-000298;Yes;13 320
438491480;UKR-000270;Yes;19 980
438491543;UKR-000270;Yes;19 980
438491587;UKR-000298;Yes;6 660
438492277;UKR-000298;Yes;6 660
438492861;UKR-000298;Yes;13 320
438492902;UKR-000270;Yes;6 660
438493280;UKR-000270;Yes;19 980
438493480;UKR-000298;Yes;6 660
438493628;UKR-000270;Yes;6 660
438493653;UKR-000270;Yes;13 320
438493899;UKR-000270;Yes;13 320
438494437;;No;19 980
438494668;;No;6 660
438494747;UKR-000298;Yes;26 640
438494762;UKR-000270;Yes;13 320
438494779;UKR-000298;Yes;13 320
438495477;UKR-000270;Yes;13 320
438495486;UKR-000298;Yes;26 640
438495905;UKR-000270;Yes;13 320
438495993;UKR-000270;Yes;19 980
438496036;UKR-000270;Yes;6 660
438496093;UKR-000270;Yes;13 320
438496518;UKR-000298;Yes;19 980
438496588;;No;6 660
438496720;UKR-000298;Yes;6 660
438496904;UKR-000270;Yes;19 980
438497111;UKR-000270;Yes;13 320
438497500;UKR-000298;Yes;13 320
438497891;UKR-000270;Yes;13 320
438498086;UKR-000270;Yes;26 640
438498191;UKR-000270;Yes;13 320
438498962;;No;13 320
438498971;UKR-000270;Yes;6 660
438499331;UKR-000298;Yes;6 660
438499618;UKR-000270;Yes;26 640
438499746;UKR-000298;Yes;39 960
438499867;UKR-000298;Yes;26 640
438499951;UKR-000270;Yes;26 640
438500268;UKR-000298;Yes;13 320
438500313;UKR-000270;Yes;19 980
438500526;UKR-000298;Yes;13 320
438501244;UKR-000298;Yes;6 660
438501330;UKR-000270;Yes;19 980
438501618;UKR-000270;Yes;39 960
438501794;UKR-000298;Yes;19 980
438501859;UKR-000270;Yes;13 320
438502157;;No;39 960
438502351;UKR-000298;Yes;13 320
438502373;UKR-000270;Yes;26 640
438502406;UKR-000298;Yes;19 980
438503150;UKR-000270;Yes;13 320
438503327;UKR-000298;Yes;13 320
438504333;UKR-000298;Yes;13 320
438504875;UKR-000298;Yes;13 320
438504898;UKR-000270;Yes;6 660
438504993;UKR-000270;Yes;6 660
438505239;UKR-000270;Yes;19 980
438505460;UKR-000298;Yes;6 660
438505979;UKR-000270;Yes;19 980
438506136;UKR-000298;Yes;6 660
438506315;UKR-000270;Yes;6 660
438506468;UKR-000270;Yes;13 320
438506919;UKR-000270;Yes;19 980
438506993;;No;19 980
438507046;UKR-000270;Yes;19 980
438507246;UKR-000270;Yes;13 320
438507815;UKR-000270;Yes;13 320
438507872;UKR-000298;Yes;6 660
438508271;UKR-000270;Yes;13 320
438508309;UKR-000270;Yes;13 320
438508332;UKR-000270;Yes;39 960
438508928;;No;13 320
438508969;;No;33 300
438509234;UKR-000270;Yes;13 320
438509380;UKR-000270;Yes;13 320
438509490;UKR-000270;Yes;6 660
438509626;UKR-000298;Yes;6 660
438509993;UKR-000270;Yes;26 640
438510325;UKR-000298;Yes;19 980
438510768;;No;19 980
438511497;UKR-000298;Yes;26 640
438511554;UKR-000270;Yes;6 660
438511579;;No;26 640
438511649;UKR-000270;Yes;13 320
438511766;UKR-000298;Yes;6 660
438512354;UKR-000270;Yes;13 320
438513029;UKR-000270;Yes;19 980
438513104;UKR-000270;Yes;19 980
438514163;UKR-000270;Yes;26 640
438514179;UKR-000270;Yes;13 320
438514363;UKR-000298;Yes;13 320
438514482;UKR-000270;Yes;6 660
438514907;UKR-000270;Yes;13 320
438514964;UKR-000298;Yes;6 660
438515901;UKR-000298;Yes;13 320
438515930;UKR-000298;Yes;39 960
438516357;UKR-000270;Yes;6 660
438516368;UKR-000270;Yes;19 980
438517208;UKR-000298;Yes;13 320
438517285;;No;19 980
438519076;UKR-000298;Yes;6 660
438519681;UKR-000298;Yes;13 320
438519700;UKR-000270;Yes;19 980
438520237;UKR-000270;Yes;13 320
438520729;UKR-000270;Yes;13 320
438521245;UKR-000298;Yes;6 660
438521799;UKR-000270;Yes;33 300
438522052;UKR-000270;Yes;19 980
438522557;UKR-000298;Yes;6 660
438523512;UKR-000298;Yes;6 660
438523654;UKR-000270;Yes;13 320
438524607;UKR-000298;Yes;6 660
438525327;UKR-000298;Yes;33 300
438526883;UKR-000298;Yes;13 320
438529766;UKR-000298;Yes;46 620
438530279;UKR-000298;Yes;13 320
438532278;UKR-000298;Yes;13 320
438533983;UKR-000298;Yes;6 660
438551354;UKR-000298;Yes;19 980
438551979;UKR-000298;Yes;26 640
438558205;UKR-000298;Yes;6 660
438559682;UKR-000298;Yes;13 320
438559971;UKR-000298;Yes;19 980
438565935;UKR-000298;Yes;6 660
438565968;UKR-000298;Yes;33 300
438566185;UKR-000298;Yes;13 320
438567890;;No;33 300
438568740;UKR-000298;Yes;13 320
438568983;;No;26 640
438867381;;No;26 640
438867584;;No;19 980
438867881;UKR-000270;Yes;33 300
438868329;UKR-000270;Yes;6 660
438868601;UKR-000270;Yes;19 980
438868607;UKR-000270;Yes;6 660
438868639;UKR-000270;Yes;6 660
438869369;UKR-000270;Yes;13 320
438869422;UKR-000270;Yes;13 320
438869606;UKR-000270;Yes;13 320
438869760;UKR-000270;Yes;6 660
438870932;;No;19 980
438870991;;No;13 320
438871497;UKR-000270;Yes;19 980
438872150;UKR-000270;Yes;13 320
438872232;;No;13 320
438872272;UKR-000270;Yes;6 660
438872415;UKR-000270;Yes;6 660
438873113;UKR-000270;Yes;6 660
438873135;UKR-000270;Yes;6 660
438875348;UKR-000270;Yes;6 660
438875485;UKR-000270;Yes;13 320
438876278;UKR-000270;Yes;13 320
438876472;UKR-000270;Yes;13 320
438876515;UKR-000270;Yes;13 320
438877360;UKR-000270;Yes;13 320
438877596;UKR-000270;Yes;13 320
438877732;UKR-000270;Yes;6 660
438878117;UKR-000270;Yes;13 320
438878779;UKR-000270;Yes;13 320
438878920;UKR-000270;Yes;13 320
438879029;UKR-000270;Yes;6 660
438879033;UKR-000298;Yes;19 980
438879227;UKR-000270;Yes;6 660
438879307;UKR-000270;Yes;6 660
438879967;UKR-000270;Yes;26 640
438880703;UKR-000298;Yes;6 660
438880789;UKR-000270;Yes;13 320
438881114;UKR-000298;Yes;19 980
438881544;UKR-000270;Yes;13 320
438881863;;No;26 640
438881956;UKR-000270;Yes;13 320
438882529;UKR-000298;Yes;13 320
438883060;UKR-000270;Yes;6 660
438883089;UKR-000298;Yes;6 660
438883367;UKR-000270;Yes;6 660
438883863;UKR-000298;Yes;13 320
438883930;UKR-000298;Yes;6 660
438883967;UKR-000298;Yes;13 320
438883976;UKR-000270;Yes;19 980
438884128;UKR-000270;Yes;19 980
438884249;UKR-000270;Yes;19 980
438884390;UKR-000270;Yes;26 640
438885028;UKR-000298;Yes;13 320
438885228;UKR-000298;Yes;13 320
438885330;UKR-000270;Yes;13 320
438885370;UKR-000298;Yes;13 320
438885396;UKR-000270;Yes;6 660
438885608;UKR-000270;Yes;13 320
438885651;UKR-000270;Yes;13 320
438886292;UKR-000270;Yes;6 660
438886625;UKR-000270;Yes;6 660
438886653;UKR-000298;Yes;19 980
438887332;UKR-000270;Yes;13 320
438887482;UKR-000270;Yes;19 980
438887568;UKR-000298;Yes;53 280
438887897;UKR-000270;Yes;13 320
438888264;;No;19 980
438888271;;No;6 660
438888307;UKR-000270;Yes;13 320
438888865;UKR-000270;Yes;13 320
438889619;UKR-000270;Yes;13 320
438889936;UKR-000270;Yes;6 660
438890463;UKR-000270;Yes;19 980
438890692;UKR-000298;Yes;6 660
438890748;UKR-000270;Yes;13 320
438891113;UKR-000298;Yes;6 660
438891119;UKR-000270;Yes;19 980
438891475;UKR-000270;Yes;6 660
438891890;UKR-000298;Yes;13 320
438891962;UKR-000270;Yes;6 660
438892255;UKR-000270;Yes;13 320
438893109;UKR-000298;Yes;13 320
438893538;UKR-000298;Yes;6 660
438893936;UKR-000298;Yes;33 300
438894945;UKR-000298;Yes;6 660
438896543;UKR-000298;Yes;13 320
438896602;UKR-000298;Yes;6 660
438897870;UKR-000298;Yes;13 320
438899536;;No;6 660
438900518;;No;19 980
438901414;UKR-000298;Yes;19 980
438901919;UKR-000298;Yes;6 660
438902987;UKR-000298;Yes;13 320
438903121;;No;26 640
438904753;UKR-000298;Yes;6 660
438904883;UKR-000298;Yes;13 320
438906021;UKR-000270;Yes;13 320
438906833;UKR-000298;Yes;6 660
438908386;UKR-000298;Yes;6 660
438908648;UKR-000298;Yes;13 320
438910432;UKR-000298;Yes;6 660
438910825;UKR-000298;Yes;6 660
438912477;UKR-000298;Yes;6 660
438912562;UKR-000270;Yes;26 640
438913477;UKR-000298;Yes;26 640
438913939;UKR-000298;Yes;6 660
438914742;UKR-000270;Yes;13 320
438915742;UKR-000298;Yes;26 640
438915755;UKR-000298;Yes;6 660
438915789;;No;6 660
438918113;UKR-000298;Yes;6 660
438919142;UKR-000298;Yes;6 660
438927090;UKR-000298;Yes;19 980
438945828;UKR-000270;Yes;26 640
438998792;UKR-000298;Yes;13 320
439001526;UKR-000298;Yes;6 660
439003241;UKR-000298;Yes;13 320
439075021;UKR-000298;Yes;6 660
439075306;UKR-000298;Yes;6 660
439082478;UKR-000298;Yes;19 980
439083765;;No;6 660
439085809;UKR-000298;Yes;13 320
439086567;UKR-000298;Yes;13 320
439087590;UKR-000298;Yes;19 980
439088785;UKR-000298;Yes;13 320
439089166;UKR-000298;Yes;13 320
439090779;UKR-000298;Yes;19 980
439091516;UKR-000298;Yes;13 320
439098867;UKR-000298;Yes;13 320
439342604;UKR-000270;Yes;6 660
439344025;UKR-000298;Yes;6 660
439344343;UKR-000270;Yes;13 320
439345196;UKR-000298;Yes;6 660
439345295;UKR-000270;Yes;13 320
439345514;UKR-000270;Yes;13 320
439345658;UKR-000298;Yes;13 320
439347268;UKR-000270;Yes;13 320
439348357;UKR-000298;Yes;33 300
439348772;UKR-000270;Yes;13 320
439349629;UKR-000298;Yes;13 320
439349683;UKR-000298;Yes;19 980
439351333;UKR-000270;Yes;13 320
439351686;UKR-000298;Yes;13 320
439352583;UKR-000298;Yes;6 660
439353133;UKR-000298;Yes;13 320
439356543;;No;19 980
439356593;UKR-000298;Yes;13 320
439356601;UKR-000298;Yes;6 660
439356655;UKR-000298;Yes;6 660
439357631;UKR-000298;Yes;26 640
439358466;UKR-000298;Yes;6 660
439358563;UKR-000298;Yes;13 320
439358741;UKR-000298;Yes;13 320
439359106;UKR-000298;Yes;13 320
439360550;UKR-000298;Yes;6 660
439360933;UKR-000298;Yes;6 660
439361115;UKR-000298;Yes;13 320
439361552;UKR-000298;Yes;19 980
439362271;UKR-000298;Yes;6 660
439362803;UKR-000270;Yes;13 320
439363299;UKR-000298;Yes;13 320
439364733;UKR-000270;Yes;33 300
439366482;;No;13 320
439366603;UKR-000270;Yes;13 320
439367164;UKR-000298;Yes;13 320
439367178;UKR-000298;Yes;6 660
439367299;UKR-000270;Yes;26 640
439367715;UKR-000298;Yes;6 660
439367914;UKR-000298;Yes;6 660
439368564;UKR-000270;Yes;33 300
439368957;UKR-000298;Yes;13 320
439369120;;No;13 320
439369145;UKR-000298;Yes;6 660
439370311;UKR-000298;Yes;13 320
439371259;UKR-000298;Yes;13 320
439371423;UKR-000270;Yes;13 320
439372290;UKR-000298;Yes;19 980
439373625;UKR-000298;Yes;6 660
439373999;UKR-000298;Yes;26 640
439377927;UKR-000298;Yes;13 320
439378358;UKR-000298;Yes;19 980
439378947;UKR-000298;Yes;13 320
439379359;UKR-000298;Yes;13 320
439380769;;No;6 660
439380993;UKR-000298;Yes;6 660
439382754;UKR-000298;Yes;6 660
439384318;UKR-000298;Yes;19 980
439384657;UKR-000270;Yes;53 280
439387548;UKR-000270;Yes;19 980
439389071;UKR-000298;Yes;6 660
439389203;UKR-000298;Yes;6 660
439389462;UKR-000298;Yes;6 660
439393353;UKR-000298;Yes;6 660
439394189;UKR-000298;Yes;13 320
439399740;UKR-000298;Yes;13 320
439400051;UKR-000298;Yes;6 660
439403427;UKR-000298;Yes;13 320
439403538;UKR-000298;Yes;19 980
439404831;UKR-000298;Yes;6 660
439404875;UKR-000298;Yes;13 320
439405545;UKR-000298;Yes;13 320
439406589;;No;6 660
439407226;UKR-000298;Yes;6 660
439407590;UKR-000298;Yes;6 660
439409099;UKR-000298;Yes;19 980
439409351;UKR-000298;Yes;6 660
439409936;UKR-000298;Yes;6 660
439411077;UKR-000270;Yes;13 320
439411152;;No;13 320
439411757;;No;26 640
439411801;;No;13 320
439411803;UKR-000270;Yes;13 320
439413116;UKR-000298;Yes;6 660
439413443;UKR-000298;Yes;13 320
439421027;UKR-000298;Yes;6 660
439421202;UKR-000298;Yes;6 660
439425429;UKR-000298;Yes;13 320
439427678;UKR-000298;Yes;6 660
439427818;UKR-000270;Yes;19 980
439429974;;No;19 980
439430392;UKR-000298;Yes;6 660
439430922;UKR-000298;Yes;6 660
439431036;UKR-000298;Yes;6 660
439432502;UKR-000298;Yes;6 660
439434545;UKR-000298;Yes;13 320
439434627;UKR-000298;Yes;6 660
439434696;UKR-000298;Yes;6 660
439438306;UKR-000298;Yes;6 660
439440890;UKR-000270;Yes;13 320
439453856;;No;6 660
439456610;UKR-000298;Yes;39 960
439461830;UKR-000298;Yes;13 320
439467819;UKR-000298;Yes;33 300
439469769;UKR-000298;Yes;6 660
439477812;UKR-000298;Yes;26 640
439477904;UKR-000298;Yes;19 980
439478017;UKR-000298;Yes;13 320
439478073;UKR-000298;Yes;19 980
439478145;UKR-000298;Yes;6 660
439478196;UKR-000298;Yes;19 980
439478239;UKR-000298;Yes;13 320
439478278;UKR-000298;Yes;13 320
439492255;;No;26 640
439494017;UKR-000298;Yes;6 660
439579810;UKR-000270;Yes;19 980
439793568;UKR-000298;Yes;13 320
439794788;;No;6 660
439794862;;No;6 660
439796346;UKR-000298;Yes;19 980
439797205;;No;13 320
439797335;;No;13 320
439797987;;No;13 320
439798291;;No;13 320
439799476;UKR-000270;Yes;13 320
439799634;;No;13 320
439799679;;No;6 660
439802051;UKR-000270;Yes;26 640
439802121;UKR-000298;Yes;13 320
439802372;;No;19 980
439803147;UKR-000270;Yes;13 320
439803240;;No;6 660
439804870;UKR-000298;Yes;6 660
439805926;;No;13 320
439806537;UKR-000298;Yes;13 320
439808182;;No;13 320
439808211;UKR-000270;Yes;6 660
439813076;UKR-000298;Yes;6 660
439814574;UKR-000298;Yes;13 320
439814675;;No;13 320
439820280;;No;19 980
439823508;UKR-000298;Yes;6 660
439823687;UKR-000298;Yes;13 320
439824947;UKR-000270;Yes;13 320
439827382;UKR-000270;Yes;19 980
439827433;UKR-000298;Yes;26 640
439827638;UKR-000298;Yes;6 660
439828792;UKR-000298;Yes;13 320
439829168;UKR-000298;Yes;13 320
439829613;UKR-000270;Yes;13 320
439831665;UKR-000298;Yes;53 280
439832536;UKR-000270;Yes;33 300
439833587;UKR-000298;Yes;13 320
439834112;UKR-000298;Yes;13 320
439834771;UKR-000270;Yes;13 320
439834803;UKR-000298;Yes;13 320
439835875;UKR-000298;Yes;19 980
439835942;UKR-000298;Yes;6 660
439836089;UKR-000298;Yes;13 320
439836945;UKR-000270;Yes;6 660
439839391;UKR-000298;Yes;19 980
439840921;UKR-000270;Yes;13 320
439841195;UKR-000298;Yes;26 640
439841259;UKR-000298;Yes;19 980
439841991;UKR-000298;Yes;6 660
439843321;UKR-000270;Yes;6 660
439844601;UKR-000298;Yes;13 320
439845092;UKR-000298;Yes;6 660
439845947;UKR-000298;Yes;33 300
439846031;UKR-000270;Yes;13 320
439847104;UKR-000298;Yes;6 660
439847712;UKR-000298;Yes;26 640
439847758;UKR-000298;Yes;6 660
439847759;UKR-000270;Yes;13 320
439857238;UKR-000270;Yes;19 980
439857286;;No;39 960
439857327;UKR-000270;Yes;33 300
439858071;;No;6 660
439859507;UKR-000298;Yes;26 640
439859827;UKR-000298;Yes;6 660
439862456;UKR-000270;Yes;6 660
439864138;UKR-000298;Yes;6 660
439864174;UKR-000298;Yes;6 660
439865224;UKR-000298;Yes;33 300
439866452;UKR-000270;Yes;13 320
439868837;UKR-000298;Yes;6 660
439869923;UKR-000270;Yes;13 320
439870587;UKR-000298;Yes;6 660
439870606;UKR-000270;Yes;13 320
439872735;UKR-000298;Yes;6 660
439873321;UKR-000298;Yes;26 640
439873480;UKR-000270;Yes;6 660
439873792;UKR-000298;Yes;26 640
439874657;UKR-000270;Yes;13 320
439874678;UKR-000270;Yes;6 660
439874719;UKR-000270;Yes;6 660
439874741;;No;19 980
439874758;UKR-000270;Yes;6 660
439874787;UKR-000270;Yes;6 660
439874810;UKR-000270;Yes;13 320
439874829;;No;19 980
439874858;;No;19 980
439874877;UKR-000270;Yes;13 320
439874906;UKR-000270;Yes;6 660
439874931;UKR-000270;Yes;13 320
439874945;UKR-000270;Yes;13 320
439875505;UKR-000270;Yes;33 300
439876348;UKR-000298;Yes;19 980
439876532;UKR-000298;Yes;13 320
439878393;UKR-000298;Yes;6 660
439879357;UKR-000298;Yes;6 660
439881103;;No;6 660
439881166;UKR-000298;Yes;6 660
439882158;UKR-000270;Yes;26 640
439883293;UKR-000298;Yes;13 320
439883888;UKR-000270;Yes;19 980
439884150;UKR-000298;Yes;6 660
439884546;UKR-000270;Yes;6 660
439884709;UKR-000298;Yes;6 660
439887053;UKR-000270;Yes;19 980
439887066;UKR-000270;Yes;6 660
439887076;UKR-000270;Yes;6 660
439887090;UKR-000270;Yes;26 640
439887109;UKR-000270;Yes;6 660
439887497;UKR-000270;Yes;39 960
439887514;UKR-000270;Yes;6 660
439887539;UKR-000270;Yes;33 300
439887562;UKR-000270;Yes;26 640
439887578;UKR-000270;Yes;13 320
439887601;UKR-000270;Yes;39 960
439887617;UKR-000270;Yes;13 320
439887633;UKR-000270;Yes;13 320
439887681;UKR-000270;Yes;26 640
439887727;UKR-000270;Yes;6 660
439888222;UKR-000298;Yes;13 320
439889362;UKR-000270;Yes;6 660
439889406;UKR-000270;Yes;26 640
439889424;UKR-000270;Yes;6 660
439889440;UKR-000270;Yes;33 300
439889449;UKR-000270;Yes;13 320
439889463;UKR-000270;Yes;6 660
439889470;UKR-000298;Yes;6 660
439889972;UKR-000298;Yes;6 660
439891447;UKR-000298;Yes;13 320
439892099;;No;6 660
439894384;UKR-000298;Yes;13 320
439898075;UKR-000298;Yes;6 660
439900506;;No;13 320
439901757;UKR-000298;Yes;6 660
439902663;UKR-000298;Yes;6 660
439904741;UKR-000298;Yes;6 660
439907367;UKR-000298;Yes;6 660
439907505;;No;6 660
439907996;UKR-000298;Yes;19 980
439909952;;No;13 320
439912030;UKR-000298;Yes;6 660
439913269;UKR-000298;Yes;13 320
439914208;UKR-000298;Yes;6 660
439917801;UKR-000298;Yes;6 660
439921171;UKR-000298;Yes;6 660
439921323;UKR-000298;Yes;6 660
439928519;UKR-000298;Yes;6 660
439929583;UKR-000270;Yes;6 660
439935288;UKR-000270;Yes;6 660
439936212;UKR-000298;Yes;6 660
439949048;UKR-000270;Yes;26 640
439949054;;No;6 660
439949062;UKR-000270;Yes;33 300
439949075;UKR-000270;Yes;13 320
439949082;UKR-000270;Yes;13 320
439949086;UKR-000270;Yes;13 320
439949093;;No;13 320
